_id,device_id,store_id,device_type,device_group,make,model,serial_number,pump,grade,capacity,inspection_cycle,remarks,deleted
9426138,28085,40000,PARKING METER,TIMING,CALE AMERICA,CALE KIOSK,BUTLER3506,,,,60 MONTH,BUTLER ST,0
9426139,28086,40000,PARKING METER,TIMING,CALE AMERICA,CALE KIOSK,BUTLER3505,,,,60 MONTH,BUTLER ST,0
9426140,28087,40000,PARKING METER,TIMING,CALE AMERICA,CALE KIOSK,BUTLER3602,,,,60 MONTH,BUTLER ST,0
9426141,28177,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,0879,,,,60 MONTH,PNC LOT - 74,0
9426142,28178,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,0875,,,,60 MONTH,PNC LOT - 75,0
9426143,28179,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,16686,,,,60 MONTH,PNC LOT - 76,0
9426144,28180,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,231288,,,,60 MONTH,PNC LOT - 77,0
9426145,28181,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,16695,,,,60 MONTH,PNC LOT - 78,0
9426146,28182,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,187979,,,,60 MONTH,PNC LOT - 79,0
9426147,28183,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,231289,,,,60 MONTH,PNC LOT - 80,0
9426148,28184,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,055,,,,60 MONTH,MAIN ST - 81,0
9426149,28185,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,16735,,,,60 MONTH,MAIN ST - 82,0
9426150,28186,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,06048,,,,60 MONTH,RAINGARDEN LOT,0
9426151,28187,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,06033,,,,60 MONTH,RAINGARDEN LOT 2,0
9426152,28188,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,15592,,,,60 MONTH,MAIN 1,0
9426153,28189,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,NSN,,,,60 MONTH,MAIN 2 - REJECTED,0
9426154,28190,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,15691,,,,60 MONTH,MAIN 3 ,0
9426155,28191,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,15680,,,,60 MONTH,MAIN 4,0
9426156,28192,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,15719,,,,60 MONTH,MAIN 5,0
9426157,28193,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,15679,,,,60 MONTH,MAIN 6,0
9426158,28194,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,15681,,,,60 MONTH,MAIN 7,0
9426159,28195,31866,DIESEL,FUEL DISPENSER,GILBARCO,,28587,3,DIESEL,,12 MONTH,,0
9426160,28196,31866,DIESEL,FUEL DISPENSER,GILBARCO,,28587,4,DIESEL,,12 MONTH,,0
9426161,28197,31866,DIESEL,FUEL DISPENSER,GILBARCO,,28586,11,DIESEL,,12 MONTH,,0
9426162,28198,31866,DIESEL,FUEL DISPENSER,GILBARCO,,28586,12,DIESEL,,12 MONTH,,0
9426163,28208,40484,DIGITAL,SCALE,CAS,,088,,,60 LB,12 MONTH,,0
9426164,28222,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,330330,,,,60 MONTH,GRANT ST - 14,0
9426165,28223,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,231711,,,,60 MONTH,GRANT ST - 15 REJECTED,0
9426166,28229,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,118808,,,,60 MONTH,GRANT ST - 21,0
9426167,28230,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11891,,,,60 MONTH,GRANT ST - 22,0
9426168,28233,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,170507,,,,60 MONTH,GRANT ST - 25 REJECTED,0
9426169,28242,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-102,11895,,,,60 MONTH,GRANT ST - 34,0
9426170,28243,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-102,11898,,,,60 MONTH,GRANT ST - 35 REJECTED,0
9426171,28244,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-102,11900,,,,60 MONTH,GRANT ST - 36,0
9426172,28245,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-102,321869,,,,60 MONTH,GRANT ST - 37,0
9426173,28246,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-102,11034,,,,60 MONTH,GRANT ST - 38,0
9426174,28247,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-102,328959,,,,60 MONTH,GRANT ST - 39,0
9426175,28248,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-102,326288,,,,60 MONTH,GRANT ST - 40,0
9426176,28249,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,323992,,,,60 MONTH,GRANT ST - 41,0
9426177,28250,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,375723,,,,60 MONTH,GRANT ST - 42,0
9426178,28251,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,326206,,,,60 MONTH,GRANT ST - 43,0
9426179,28252,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,330320,,,,60 MONTH,GRANT ST - 44 REJECTED,0
9426180,28253,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,11036,,,,60 MONTH,GRANT ST - 45 REJECTED,0
9426181,28254,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,11868,,,,60 MONTH,GRANT ST - 46,0
9426182,28255,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,11873,,,,60 MONTH,GRANT ST - 47,0
9426183,28256,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,11871,,,,60 MONTH,GRANT ST - 48 REJECTED,0
9426184,28257,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,11872,,,,60 MONTH,GRANT ST - 49,0
9426185,28258,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,11866,,,,60 MONTH,GRANT ST - 50,0
9426186,28259,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,231712,,,,60 MONTH,GRANT ST - 51,0
9426187,28260,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,330289,,,,60 MONTH,GRANT ST - 52,0
9426188,28272,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,204006,,,,60 MONTH,NORTH ST - 24,0
9426189,28273,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11853,,,,60 MONTH,NORTH ST - 25,0
9426190,28274,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,223988,,,,60 MONTH,SHERMAN ST - 1 REJECTED,0
9426191,28276,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,345449,,,,60 MONTH,HOWARD - 2,0
9426192,28277,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,203887,,,,60 MONTH,HOWARD - 3,0
9426193,28278,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,330327,,,,60 MONTH,LINCOLN - 1,0
9426194,28279,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,345450,,,,60 MONTH,LINCOLN - 2 ,0
9426195,28287,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,235486,,,,60 MONTH,NORTH ST - 1,0
9426196,28288,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,235484,,,,60 MONTH,NORTH ST - 2,0
9426197,28289,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,204067,,,,60 MONTH,NORTH ST - 3,0
9426198,28290,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,204071,,,,60 MONTH,NORTH ST - 4,0
9426199,27957,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,10673,,,,60 MONTH,CITIZEN LOT - 21,0
9426200,27958,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,231421,,,,60 MONTH,CITIZEN LOT - 22,0
9426201,27959,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,090-1,11754,,,,60 MONTH,CITIZEN LOT - 82,0
9426202,27960,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,164319,,,,60 MONTH,CITIZEN LOT - 83,0
9426203,27988,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,595741,,,,60 MONTH,EXTRAS,0
9426204,27994,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11261,,,,60 MONTH,EXTRAS,0
9426205,27997,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,16745,,,,60 MONTH,EXTRAS,0
9426206,27998,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,391872,,,,60 MONTH,EXTRAS,0
9426207,27999,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11037,,,,60 MONTH,EXTRAS,0
9426208,28011,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11104,,,,60 MONTH,EXTRAS,0
9426209,28012,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11741,,,,60 MONTH,EXTRAS,0
9426210,28013,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11022,,,,60 MONTH,EXTRAS,0
9426211,28014,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11704,,,,60 MONTH,EXTRAS,0
9426212,28015,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11785,,,,60 MONTH,EXTRAS,0
9426213,28016,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11714,,,,60 MONTH,EXTRAS,0
9426214,28017,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11027,,,,60 MONTH,EXTRAS,0
9426215,28053,40472,DIGITAL,SCALE,TORREY,,036523,,,30 LB,12 MONTH,,0
9426216,28231,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,320114,,,,60 MONTH,GRANT ST - 23,0
9426217,28232,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,204109,,,,60 MONTH,GRANT ST - 24 ,0
9426218,28291,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,231433,,,,60 MONTH,NORTH ST - 5,0
9426219,28292,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11851,,,,60 MONTH,NORTH ST - 6,0
9426220,28293,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11852,,,,60 MONTH,NORTH ST - 7,0
9426221,28302,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,204062,,,,60 MONTH,NORTH ST - 16 REJECTED,0
9426222,28303,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,240235,,,,60 MONTH,NORTH ST - 17,0
9426223,28310,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,231784,,,,60 MONTH,MILLVALE LOT - 4,0
9426224,28311,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,345447,,,,60 MONTH,MILLVALE LOT - 5,0
9426225,28312,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,204073,,,,60 MONTH,MILLVALE LOT - 6,0
9426226,28313,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,223991,,,,60 MONTH,MILLVALE LOT - 7 REJECTED,0
9426227,28314,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,424710,,,,60 MONTH,MILLVALE LOT - 8,0
9426228,28324,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,223992,,,,60 MONTH,MILLVALE LOT - 18,0
9426229,28325,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,231697,,,,60 MONTH,MILLVALE LOT - 19,0
9426230,28326,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,204016,,,,60 MONTH,MILLVALE LOT - 20,0
9426231,28336,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11862,,,,60 MONTH,GRANT ST - 76 REJECTED,0
9426232,28337,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11892,,,,60 MONTH,GRANT ST - 77,0
9426233,28338,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,1482,,,,60 MONTH,GRANT ST - 78,0
9426234,28339,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11897,,,,60 MONTH,GRANT ST - 79,0
9426235,28340,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,330332,,,,60 MONTH,GRANT ST - 80,0
9426236,28341,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11865,,,,60 MONTH,GRANT ST - 81,0
9426237,28342,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,375723,,,,60 MONTH,GRANT ST - 82,0
9426238,28347,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,424712,,,,60 MONTH,MILLVALE LOT - 21,0
9426239,28348,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,3817,,,,60 MONTH,MILLVALE LOT - 22 REJECTED,0
9426240,28349,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,386226,,,,60 MONTH,MILLVALE LOT - 23,0
9426241,28368,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,326201,,,,60 MONTH,GRANT ST - 92 REJECTED,0
9426242,28369,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,358530,,,,60 MONTH,GRANT ST - 93,0
9426243,28370,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11869,,,,60 MONTH,GRANT ST - 94,0
9426244,28371,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11883,,,,60 MONTH,GRANT ST - 95,0
9426245,28372,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,044453,,,,60 MONTH,GRANT ST - 96 REJECTED,0
9426246,28373,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2)  101-2,123082,,,,60 MONTH,GRANT ST - 97,0
9426247,28374,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,375090,,,,60 MONTH,GRANT ST - 98,0
9426248,28375,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,155815,,,,60 MONTH,GRANT ST - 99,0
9426249,28376,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,330384,,,,60 MONTH,GRANT ST - 100,0
9426250,28377,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11878,,,,60 MONTH,GRANT ST - 101,0
9426251,28378,40485,DIGITAL,SCALE,CAS,,0740233,,,10 LB,12 MONTH,,0
9426252,28379,30357,DIGITAL,SCALE,OHAUS,,828118986,PROF,,30 LB,12 MONTH,,1
9426253,28383,40487,DIGITAL,SCALE,CAS,,0530,,,30 LB,12 MONTH,,0
9426254,28392,40000,PARKING METER,TIMING,CALE AMERICA,,02165,,,,60 MONTH,BUTLER ST - 4103,0
9426255,28393,40000,PARKING METER,TIMING,CALE AMERICA,,02162,,,,60 MONTH,BUTLER ST - 4201,0
9426256,28394,40000,PARKING METER,TIMING,CALE AMERICA,,02163,,,,60 MONTH,BUTLER ST - 4301,0
9426257,28395,40000,PARKING METER,TIMING,CALE AMERICA,,02167,,,,60 MONTH,BUTLER ST - 4302,0
9426258,28396,40000,PARKING METER,TIMING,CALE AMERICA,,02126,,,,60 MONTH,BUTLER ST - 4401,0
9426259,28397,40000,PARKING METER,TIMING,CALE AMERICA,,02160,,,,60 MONTH,BUTLER ST - 4402,0
9426260,28398,40000,PARKING METER,TIMING,CALE AMERICA,,02127,,,,60 MONTH,BUTLER ST - 4501,0
9426261,28399,40000,PARKING METER,TIMING,CALE AMERICA,,02161,,,,60 MONTH,BUTLER ST - 4502,0
9426262,27985,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,11850,,,,60 MONTH,EXTRAS,0
9426263,27986,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,231465,,,,60 MONTH,EXTRAS,0
9426264,27987,32479,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,16220,,,,60 MONTH,EXTRAS,0
9426265,28028,31689,GASOLINE,FUEL DISPENSER,GILBARCO,,15614,1,PL-89,,12 MONTH,OUT OF ORDER,1
9426266,28029,31689,GASOLINE,FUEL DISPENSER,GILBARCO,,15614,2,PL-89,,12 MONTH,OUT OF ORDER,1
9426267,28030,31689,GASOLINE,FUEL DISPENSER,GILBARCO,,15615,4,PR-93,,12 MONTH,,0
9426268,28031,31689,GASOLINE,FUEL DISPENSER,GILBARCO,,10720,5,PR-93,,12 MONTH,,0
9426269,28032,31689,GASOLINE,FUEL DISPENSER,GILBARCO,,10720,6,PR-93,,12 MONTH,,0
9426270,28092,40359,DIGITAL,SCALE,BIZERBA,,11567859,PR,,30 LB,12 MONTH,,1
9426271,28125,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,2155,,,,60 MONTH,MAIN ST - 21,0
9426272,28126,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,231276,,,,60 MONTH,MAIN ST - 22,0
9426273,28127,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,366999,,,,60 MONTH,MAIN ST - 23,0
9426274,28128,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,138655,,,,60 MONTH,MAIN ST - 24 REJECTED,0
9426275,28129,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,2175,,,,60 MONTH,MAIN ST - 25,0
9426276,28130,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,33395,,,,60 MONTH,MAIN ST - 26,0
9426277,28159,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,119551,,,,60 MONTH,MAIN ST - 56 REJECTED,0
9426278,28160,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,5051,,,,60 MONTH,MAIN ST - 57 REJECTED,0
9426279,28161,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,64366,,,,60 MONTH,MAIN ST - 58,0
9426280,28162,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,64246,,,,60 MONTH,MAIN ST - 59,0
9426281,28163,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,64255,,,,60 MONTH,MAIN ST - 60,0
9426282,28164,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,64226,,,,60 MONTH,MAIN ST - 61,0
9426283,28165,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,398677,,,,60 MONTH,MAIN ST - 62,0
9426284,28166,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,64216,,,,60 MONTH,MAIN ST - 63,0
9426285,28167,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,6947,,,,60 MONTH,PNC LOT - 64,0
9426286,28168,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,8240,,,,60 MONTH,PNC LOT - 65,0
9426287,28169,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,0063,,,,60 MONTH,PNC LOT - 66,0
9426288,28170,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,0874,,,,60 MONTH,PNC LOT - 67,0
9426289,28203,40482,DIGITAL,SCALE,CAS,,1223,1,,20 LB,12 MONTH,,0
9426290,28204,40482,DIGITAL,SCALE,CAS,,1160,2,,20 LB,12 MONTH,,0
9426291,28209,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,391192,,,,60 MONTH,GRANT ST - 1 REJECTED,0
9426292,28210,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11876,,,,60 MONTH,GRANT ST - 2,0
9426293,28211,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11877,,,,60 MONTH,GRANT ST - 3 REJECTED,0
9426294,28212,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,375522,,,,60 MONTH,GRANT ST - 4,0
9426295,28213,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,16280,,,,60 MONTH,GRANT ST - 5,0
9426296,28214,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11880,,,,60 MONTH,GRANT ST - 6,0
9426297,28215,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,148100,,,,60 MONTH,GRANT ST - 7,0
9426298,28216,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,457044,,,,60 MONTH,GRANT ST - 8,0
9426299,28217,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,375620,,,,60 MONTH,GRANT ST - 9,0
9426300,28218,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11881,,,,60 MONTH,GRANT ST - 10,0
9426301,28219,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,231782,,,,60 MONTH,GRANT ST - 11,0
9426302,28220,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11887,,,,60 MONTH,GRANT ST - 12,0
9426303,28221,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,150186,,,,60 MONTH,GRANT ST - 13 REJECTED,0
9426304,28343,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,147248,,,,60 MONTH,GRANT ST - 83,0
9426305,28384,40488,DIGITAL,SCALE,GLOBE,,100221702,,,30 LB,12 MONTH,,0
9426306,28400,32426,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,248262,,,,60 MONTH,HIGH ST - 85,0
9426307,28401,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47949,1,PR-93,,12 MONTH,,0
9426308,28402,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47949,2,PR-93,,12 MONTH,,0
9426309,28403,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47945,3,PR-93,,12 MONTH,,0
9426310,28404,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47945,4,PR-93,,12 MONTH,,0
9426311,28417,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47945,3,S-89,,12 MONTH,,0
9426312,28418,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47945,4,S-89,,12 MONTH,,0
9426313,28419,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47946,5,S-89,,12 MONTH,,0
9426314,28420,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47946,6,S-89,,12 MONTH,,0
9426315,28421,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47944,7,S-89,,12 MONTH,,0
9426316,28422,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47944,8,S-89,,12 MONTH,,0
9426317,28423,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47943,9,S-89,,12 MONTH,,0
9426318,28424,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47943,10,S-89,,12 MONTH,,0
9426319,28425,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47947,11,S-89,,12 MONTH,,0
9426320,28426,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47947,12,S-89,,12 MONTH,,0
9426321,28427,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47948,13,S-89,,12 MONTH,,0
9426322,28428,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47948,14,S-89,,12 MONTH,,0
9426323,28429,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47949,1,R-87,,12 MONTH,,0
9426324,28430,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47949,2,R-87,,12 MONTH,,0
9426325,28433,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47946,5,R-87,,12 MONTH,,0
9426326,28434,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47946,6,R-87,,12 MONTH,,0
9426327,28435,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47944,7,R-87,,12 MONTH,,0
9426328,28436,40489,GASOLINE,FUEL DISPENSER,WAYNE,,47944,8,R-87,,12 MONTH,,0
9426329,28447,32426,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,256942,,,,60 MONTH,BORO LOT #2 - 86,0
9426330,28448,32426,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,259315,,,,60 MONTH,BORO LOT #2 - 87,0
9426331,28449,32426,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090-1,189853,,,,60 MONTH,BORO LOT #2 - 88,0
9426332,28045,40470,DIGITAL,SCALE,OHAUS,,619444658,1,,30 LB,12 MONTH,,0
9426333,28046,40470,DIGITAL,SCALE,PLATFORM,,619444664,2,,30 LB,12 MONTH,,0
9426334,28047,40470,PLATFORM,SCALE,DETECTO,,178180128,PRO,,1000 LB,12 MONTH,,0
9426335,28048,30535,DIESEL,FUEL DISPENSER,GILBARCO,,309380,1,DIESEL,,12 MONTH,,0
9426336,28141,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,231290,,,,60 MONTH,MAIN ST - 37,0
9426337,28142,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,5042,,,,60 MONTH,MAIN ST - 38,0
9426338,28143,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,16770,,,,60 MONTH,MAIN ST - 39,0
9426339,28144,40477,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090,16774,,,,60 MONTH,MAIN ST - 40,0
9426340,28201,40480,DIGITAL,SCALE,CAS,,1181,,,20 LB ,12 MONTH,,1
9426341,28202,40481,DIGITAL,SCALE,CAS,,0124,,,30 LB,12 MONTH,,0
9426342,28205,40483,PLATFORM - PROPANE,SCALE,DETECTO,,15206,,,1000 LB,12 MONTH,,0
9426343,28206,40483,PLATFORM,SCALE,CHECKWEIGH,,51787425,FEED,,50 LB,12 MONTH,,0
9426344,28207,40483,DIGITAL,SCALE,CAS,,1079484,COUNTER,,30 LB,12 MONTH,,0
9426345,28224,32511,PARKING METER,TIMING,DUNCAN INDUSTRIES,5090 (1) (2) 101-2,11893,,,,60 MONTH,GRANT ST - 16,0
